1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,1,0,0,0,1,1,0,0,2,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
1,0,0,1,2,1,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,3,1,4,0,1,1,2,1,3,3,
1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,
2,6,6,2,2,1,1,2,0,0,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
2,2,1,1,0,1,1,0,0,0,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
4,6,2,6,3,4,3,2,0,0,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,1,1,2,0,0,0,0,0,1,
1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,
1,3,3,1,0,1,0,0,0,0,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
1,2,1,3,2,0,0,2,0,0,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
2,0,3,2,2,3,0,6,0,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,3,2,0,3,1,1,6,4,
1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,
2,3,1,0,2,1,0,0,0,0,2,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,1,1,3,0,1,1,0,0,0,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
1,0,2,2,2,4,3,3,0,1,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
1,1,6,1,1,0,2,0,0,0,2,
1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,
1,4,2,2,1,0,0,1,0,2,2,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,4,1,0,0,1,1,0,0,0,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,1,2,2,0,1,0,0,1,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,0,1,1,2,1,2,1,1,1,3,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,4,3,2,0,0,1,0,1,1,2,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,0,0,1,0,1,0,0,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
4,6,2,2,2,2,0,0,1,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,0,1,3,2,0,2,1,3,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
2,1,1,3,0,0,0,1,0,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,0,1,1,3,0,0,1,1,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,0,1,0,1,0,0,3,2,0,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,3,0,1,1,0,1,1,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,0,0,0,0,2,1,1,0,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,1,0,0,0,0,0,1,1,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
3,1,4,2,1,0,0,0,1,0,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,1,1,0,0,1,0,0,0,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,0,2,1,0,1,0,0,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,1,0,1,0,0,0,0,1,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,3,4,1,6,0,3,2,1,2,3,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,0,2,1,0,0,1,2,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
2,4,4,0,1,0,0,1,0,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
3,2,0,2,4,1,0,0,2,1,2,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
1,2,3,0,1,0,0,0,0,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,3,1,1,0,0,2,3,1,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,3,0,2,1,0,1,1,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,0,0,0,0,1,1,2,2,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,2,1,1,2,0,1,0,3,0,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
4,2,5,4,2,0,1,0,1,0,2,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
11,0,1,2,3,0,1,1,1,0,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,4,2,3,1,0,0,0,2,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
3,1,1,1,1,0,0,3,1,2,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
1,3,2,1,2,0,1,0,0,0,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,3,2,12,2,4,1,5,9,21,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,3,0,1,1,2,1,2,2,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,1,2,2,2,3,3,2,2,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,3,3,1,1,2,0,0,0,0,3,
1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,
2,0,4,1,0,0,0,1,2,1,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
4,0,1,1,2,0,0,0,1,0,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
2,1,1,0,2,1,2,2,2,3,3,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
2,5,1,3,3,3,1,1,2,1,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,3,4,4,2,7,5,6,11,8,22,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
5,1,2,2,3,2,1,1,0,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,1,3,0,0,0,0,1,1,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
2,2,1,0,0,0,1,0,1,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
3,1,4,3,0,3,0,1,1,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,0,0,0,2,0,1,3,1,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
2,3,1,0,0,0,1,0,0,1,2,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
1,0,2,1,2,0,0,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,1,0,0,1,0,1,1,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,0,1,0,0,1,0,1,0,1,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
4,1,7,0,3,1,0,0,1,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,4,0,1,1,0,1,0,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,2,0,0,0,1,1,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,1,0,0,0,0,0,1,1,1,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
2,2,0,4,0,0,1,1,1,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,0,0,2,0,1,1,0,1,2,1,
1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,
3,1,1,2,3,1,0,1,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
3,1,3,1,0,0,0,0,0,2,1,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
1,2,1,0,0,1,1,1,1,0,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,3,1,2,3,0,0,2,2,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,1,1,2,1,2,0,6,9,
1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,
3,0,0,1,1,0,0,1,0,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,1,5,2,3,0,0,0,2,0,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
2,3,1,2,0,1,0,0,0,0,1,
1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,
2,2,1,0,0,1,1,0,0,0,1,
1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,
1,2,1,0,1,0,0,0,0,1,1,
1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,
2,0,3,2,1,1,0,0,0,0,1,
1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,
2,1,0,0,1,0,2,0,0,1,1,
1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,
1,2,0,2,2,0,0,0,2,0,2,
1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,
1,2,1,0,0,0,0,2,0,1,2,
1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,
2,1,1,1,1,0,2,1,0,1,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
1,1,1,1,0,0,0,0,0,1,1,
1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,
2,2,1,2,1,1,0,1,0,1,1,
1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,
2,2,2,3,1,0,3,0,1,1,1,
1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,
1,1,4,1,0,1,2,0,0,0,1,
1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,
2,4,6,6,3,1,0,0,0,2,2,
1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,
3,1,1,1,2,2,1,1,0,1,1,
1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,
1,1,1,1,0,1,0,0,0,0,1,
1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,
1,1,1,0,3,1,1,0,0,0,1,
1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,
3,5,4,2,0,1,1,0,0,0,2,
1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,
4,6,4,2,0,0,1,3,0,0,2,
1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,
1,1,1,1,1,0,0,0,0,0,1,
1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,
2,2,0,0,0,4,1,0,1,2,1,
1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,
3,0,0,1,0,1,1,1,1,0,1,
1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,
1,1,2,1,1,0,0,1,1,0,1,
1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,
4,6,1,5,4,2,2,0,0,1,5,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,1,1,1,0,1,0,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,4,0,1,0,0,0,1,2,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,1,2,1,2,2,1,0,3,2,
1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,
1,0,1,0,0,0,1,0,4,1,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,5,2,1,3,4,1,2,1,3,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,0,1,3,1,1,1,2,0,4,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,0,1,1,0,1,0,2,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,3,4,2,1,1,0,0,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,0,0,0,4,0,2,1,3,7,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,0,0,0,1,0,1,2,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,0,0,0,0,2,1,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
3,3,1,2,2,1,2,2,3,4,3,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,0,1,0,0,1,0,1,0,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,0,1,0,0,1,0,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
3,1,2,1,2,0,1,1,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,2,1,1,0,0,1,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,1,0,3,0,2,2,0,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,0,2,1,1,1,1,2,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,1,0,1,0,0,1,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,2,0,0,2,0,2,1,3,5,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,3,3,0,3,2,2,1,2,2,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
3,1,1,0,1,0,1,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,3,1,4,1,0,1,0,1,4,3,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,3,2,2,1,0,0,0,0,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,0,5,4,0,0,0,1,1,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,0,2,3,1,2,1,1,1,1,5,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,1,0,2,0,1,0,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,0,0,1,1,1,0,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,6,0,1,3,0,0,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,2,2,0,1,4,0,0,0,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,2,1,5,1,2,1,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,2,1,0,1,0,1,1,1,3,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,1,0,0,1,0,1,0,0,3,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,1,1,0,1,1,1,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,1,0,1,1,0,0,2,3,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
4,2,0,1,1,0,0,0,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,2,1,1,4,7,0,0,2,0,3,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,1,0,1,0,0,1,0,1,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,2,0,1,3,1,2,0,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,1,2,0,0,0,1,1,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,3,1,0,1,0,0,0,0,1,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,0,2,2,0,1,1,0,0,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,4,1,4,7,3,4,5,10,11,18,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,2,0,1,2,2,0,2,1,4,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
4,1,1,2,1,0,1,2,2,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,2,0,0,5,2,0,2,0,1,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,1,0,0,4,2,1,0,0,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,0,0,0,2,1,0,2,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,0,0,1,0,0,2,0,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
5,2,1,5,2,1,0,0,1,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
4,1,4,4,4,6,6,17,14,13,19,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,4,6,4,4,2,3,3,3,3,4,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,0,1,0,2,0,1,0,2,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,0,1,0,2,0,1,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
4,3,1,1,2,0,0,0,0,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,0,1,0,1,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,0,0,0,1,0,1,2,3,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,2,0,1,0,1,2,0,4,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,3,0,3,2,0,4,2,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,0,1,1,0,1,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,1,1,1,0,3,1,0,4,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,1,1,1,0,2,0,0,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
3,1,0,1,1,2,0,0,0,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,2,1,1,0,2,1,1,0,0,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,2,0,1,0,2,0,0,3,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,3,4,1,5,1,1,0,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,0,0,1,0,2,0,1,2,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,1,0,2,1,1,2,4,1,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,2,2,2,1,0,5,6,4,2,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,1,1,0,2,4,2,1,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,0,0,3,0,1,1,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
3,2,0,0,0,0,1,0,1,2,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,1,5,2,0,0,0,2,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,0,1,1,0,1,0,0,0,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,2,1,2,1,1,2,1,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
6,0,0,1,4,1,3,3,5,5,5,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,1,0,1,0,1,1,2,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,2,0,2,4,0,2,0,2,2,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,0,1,0,1,1,2,1,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,1,1,1,0,0,0,0,0,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,0,0,1,1,1,0,2,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,2,0,0,2,1,1,1,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,1,0,0,1,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,2,1,2,0,0,1,1,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,1,0,1,1,1,1,0,0,0,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,2,2,0,2,1,0,0,0,1,1,
1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,
1,1,0,1,0,0,1,1,0,1,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,0,6,1,1,0,1,2,0,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,2,2,0,1,2,1,3,2,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
2,0,1,2,1,2,2,2,2,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,0,3,2,0,1,2,1,2,3,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,2,0,1,0,1,0,0,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,1,2,2,0,0,0,0,1,1,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,0,0,1,1,0,0,2,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,0,1,1,2,0,0,1,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,0,2,2,3,1,1,0,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,0,0,0,1,0,1,2,1,0,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,0,1,4,2,0,1,1,1,0,3,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,5,2,0,0,2,3,5,2,0,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,0,2,1,0,0,0,0,1,2,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
3,0,3,2,2,1,0,3,1,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,1,1,0,1,0,4,0,1,0,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,1,3,0,2,0,1,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,1,0,2,0,1,0,3,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,1,1,3,1,1,0,0,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,1,1,6,0,0,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,0,2,0,1,1,0,0,2,3,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
2,0,2,1,1,1,0,1,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,0,0,0,1,0,2,1,3,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,1,0,0,0,1,0,1,1,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
2,0,2,0,1,1,0,0,0,1,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,1,0,0,2,1,1,0,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,3,1,4,2,0,1,0,2,3,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,1,0,1,1,2,0,0,2,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,1,2,1,0,0,0,0,0,1,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,1,1,1,2,2,3,1,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,1,1,2,0,1,1,1,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,3,0,1,4,2,0,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,1,6,3,3,3,2,2,6,2,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,2,0,0,0,5,2,5,0,0,3,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,1,1,0,2,0,0,0,1,1,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,1,0,1,1,0,0,1,0,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
3,3,1,0,2,1,0,0,1,0,1,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
1,0,1,1,2,0,2,1,0,1,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,1,2,1,2,0,0,0,0,0,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,0,1,0,1,0,0,2,1,1,
1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,
1,1,0,0,0,1,2,2,0,1,1,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,0,2,1,1,0,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,1,2,1,1,0,1,0,2,1,3,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,1,3,4,5,7,4,18,19,14,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,2,1,1,1,0,1,0,2,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,2,1,2,0,2,2,3,5,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,2,0,2,1,2,1,5,1,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
2,0,1,2,2,0,1,1,0,3,2,
1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,
2,1,1,1,1,1,0,1,0,0,1,
1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,
1,0,0,0,2,1,1,1,1,1,2,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
3,1,4,7,6,0,1,2,0,1,1,
1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,
1,0,0,1,2,2,0,2,1,0,1,
1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,
1,1,2,0,3,0,1,0,1,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,2,3,2,0,0,1,2,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,0,0,1,0,0,3,2,2,0,5,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,0,1,2,1,2,0,0,1,4,
1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,
2,0,0,2,1,1,1,0,0,0,1,
1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,
1,2,2,4,1,3,0,1,2,1,3,
